"","entry","floor","building","house","cert","neighborhood"
"2934","A","3","Not Main","Leverett","Green","East"
"2935","E","3","Not Main","Cabot","Silver","Quad"
"2936","C","1","Main","Winthrop","Silver","West"
"2937","B","1","Main","Winthrop","Green","West"
"2938","D","2","Not Main","Winthrop","Green","West"
"2939","D","2","Not Main","Dunster","Gold","East"
"2940","A","3","Main","Mather","Green","East"
"2941","B","3","Not Main","Winthrop","Green","West"
"2942","A","1","Not Main","Winthrop","Gold","West"
"2943","A","2","Main","Lowell","Silver","Central"
"2944","D","3","Main","Quincy","Green","Central"
"2945","D","1","Not Main","Currier","Silver","Quad"
"2946","B","1","Not Main","Cabot","Green","Quad"
"2947","D","3","Not Main","Dunster","Green","East"
"2948","B","1","Main","Winthrop","Gold","West"
"2949","A","1","Main","Kirkland","Green","West"
"2950","D","2","Main","Currier","Silver","Quad"
"2951","E","1","Main","Currier","Silver","Quad"
"2952","A","1","Not Main","Eliot","Green","West"
"2953","D","3","Not Main","Cabot","Gold","Quad"
"2954","C","1","Not Main","Leverett","Green","East"
"2955","D","3","Main","Winthrop","Gold","West"
"2956","B","1","Not Main","Kirkland","Gold","West"
"2957","A","2","Not Main","Mather","Green","East"
"2958","D","1","Main","Dunster","Silver","East"
"2959","E","3","Not Main","Dunster","Green","East"
"2960","D","2","Main","Kirkland","Silver","West"
"2961","E","1","Main","Leverett","Green","East"
"2962","D","2","Main","Quincy","Silver","Central"
"2963","D","1","Not Main","Kirkland","Silver","West"
"2964","C","1","Main","Currier","Green","Quad"
"2965","B","3","Main","Cabot","Green","Quad"
"2966","C","3","Not Main","Mather","Green","East"
"2967","D","3","Not Main","Leverett","Green","East"
"2968","E","1","Not Main","Cabot","Gold","Quad"
"2969","D","2","Main","Mather","Silver","East"
"2970","E","2","Main","Lowell","Green","Central"
"2971","E","1","Not Main","Currier","Silver","Quad"
"2972","A","3","Not Main","Leverett","Green","East"
"2973","B","3","Not Main","Mather","Gold","East"
"2974","C","2","Main","Leverett","Green","East"
"2975","E","2","Main","Quincy","Green","Central"
"2976","E","1","Main","Leverett","Green","East"
"2977","E","3","Not Main","Cabot","Green","Quad"
"2978","A","1","Main","Dunster","Gold","East"
"2979","A","3","Main","Dunster","Green","East"
"2980","E","1","Not Main","Mather","Silver","East"
"2981","E","1","Not Main","Mather","Silver","East"
"2982","E","3","Not Main","Pfoho","Gold","Quad"
"2983","C","3","Main","Dunster","Gold","East"
"2984","C","2","Not Main","Adams","Green","Central"
"2985","C","1","Not Main","Leverett","Gold","East"
"2986","A","3","Not Main","Eliot","Green","West"
"2987","B","2","Not Main","Eliot","Green","West"
"2988","A","2","Not Main","Winthrop","Green","West"
"2989","D","1","Not Main","Cabot","Green","Quad"
"2990","B","1","Not Main","Adams","Green","Central"
"2991","E","3","Main","Lowell","Silver","Central"
"2992","D","3","Not Main","Cabot","Green","Quad"
"2993","C","3","Not Main","Currier","Green","Quad"
"2994","B","3","Main","Kirkland","Silver","West"
"2995","C","2","Not Main","Quincy","Silver","Central"
"2996","E","3","Main","Lowell","Green","Central"
"2997","A","2","Not Main","Leverett","Green","East"
"2998","D","1","Not Main","Mather","Green","East"
"2999","C","1","Main","Adams","Green","Central"
"3000","B","2","Not Main","Cabot","Gold","Quad"
